comunipd-mobnetSI2R,2024_48.csv,ILI,https://raw.githubusercontent.com/Predizioni-Epidemiologiche-Italia/Influcast/main/sorveglianza/ILI/2024-2025/italia-2024_48-ILI.csv
comunipd-mobnetSI2R,2024_49.csv,ILI,https://raw.githubusercontent.com/Predizioni-Epidemiologiche-Italia/Influcast/main/sorveglianza/ILI/2024-2025/italia-2024_49-ILI.csv
comunipd-mobnetSI2R,2024_50.csv,ILI,https://raw.githubusercontent.com/Predizioni-Epidemiologiche-Italia/Influcast/main/sorveglianza/ILI/2024-2025/italia-2024_50-ILI.csv
comunipd-mobnetSI2R,2024_51.csv,ILI,https://raw.githubusercontent.com/Predizioni-Epidemiologiche-Italia/Influcast/main/sorveglianza/ILI/2024-2025/italia-2024_51-ILI.csv
comunipd-mobnetSI2R,2024_52.csv,ILI,https://raw.githubusercontent.com/Predizioni-Epidemiologiche-Italia/Influcast/main/sorveglianza/ILI/2024-2025/italia-2024_52-ILI.csv
comunipd-mobnetSI2R,2025_01.csv,ILI,https://raw.githubusercontent.com/Predizioni-Epidemiologiche-Italia/Influcast/main/sorveglianza/ILI/2024-2025/italia-2025_01-ILI.csv
comunipd-mobnetSI2R,2025_02.csv,ILI,https://raw.githubusercontent.com/Predizioni-Epidemiologiche-Italia/Influcast/main/sorveglianza/ILI/2024-2025/italia-2025_02-ILI.csv
comunipd-mobnetSI2R,2025_03.csv,ILI,https://raw.githubusercontent.com/Predizioni-Epidemiologiche-Italia/Influcast/main/sorveglianza/ILI/2024-2025/italia-2025_03-ILI.csv
comunipd-mobnetSI2R,2025_04.csv,ILI,https://raw.githubusercontent.com/Predizioni-Epidemiologiche-Italia/Influcast/main/sorveglianza/ILI/2024-2025/italia-2025_04-ILI.csv
comunipd-mobnetSI2R,2025_05.csv,ILI,https://raw.githubusercontent.com/Predizioni-Epidemiologiche-Italia/Influcast/main/sorveglianza/ILI/2024-2025/italia-2025_05-ILI.csv
comunipd-mobnetSI2R,2025_06.csv,ILI,https://raw.githubusercontent.com/Predizioni-Epidemiologiche-Italia/Influcast/main/sorveglianza/ILI/2024-2025/italia-2025_06-ILI.csv
comunipd-mobnetSI2R,2025_07.csv,ILI,https://raw.githubusercontent.com/Predizioni-Epidemiologiche-Italia/Influcast/main/sorveglianza/ILI/2024-2025/italia-2025_07-ILI.csv
comunipd-mobnetSI2R,2025_08.csv,ILI,https://raw.githubusercontent.com/Predizioni-Epidemiologiche-Italia/Influcast/main/sorveglianza/ILI/2024-2025/italia-2025_08-ILI.csv
comunipd-mobnetSI2R,2025_09.csv,ILI,https://raw.githubusercontent.com/Predizioni-Epidemiologiche-Italia/Influcast/main/sorveglianza/ILI/2024-2025/italia-2025_09-ILI.csv
comunipd-mobnetSI2R,2025_10.csv,ILI,https://raw.githubusercontent.com/Predizioni-Epidemiologiche-Italia/Influcast/main/sorveglianza/ILI/2024-2025/italia-2025_10-ILI.csv
